Value,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,QA60,NUVEM_SOMBRA,DIFERENCA_DIAS,Parameter,Dominio,Classe
"11,8",947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
12,947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
"12,7",947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
"12,9",947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
13,947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
13,947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
"13,3",947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
"13,5",947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
19,947,986,1073,835,909,910,881,838,772,1116,252,158,0,SHADOW,0,CHL,Estados_Unidos,5
106,257,189,269,210,305,233,259,212,215,556,155,158,0,SHADOW,0,CHL,Europa,6
"2,14",301,332,569,264,241,185,227,82,243,646,124,159,0,CLEAR,0,CHL,PMQs,2
"6,9",280,267,302,221,244,281,303,322,282,369,218,159,0,SHADOW,0,CHL,Europa,4
"3,248",249,283,274,188,191,197,205,176,200,174,168,160,0,SHADOW,0,CHL,Estados_Unidos,3
"20,7",502,612,887,762,761,367,371,310,284,166,182,160,0,CIRRUS,0,CHL,Estados_Unidos,5
"0,9",123,159,368,219,191,27,40,6,32,20,142,161,0,CIRRUS,0,CHL,GemStat,1
"2,56",555,745,1193,773,764,328,319,263,233,180,178,161,0,CIRRUS,0,CHL,Estados_Unidos,2
"16,2",351,373,465,312,313,242,242,223,213,148,191,161,0,SHADOW,0,CHL,Estados_Unidos,5
"27,6",346,319,355,315,333,241,265,249,247,269,194,161,0,SHADOW,0,CHL,Estados_Unidos,5
"38,8",230,271,477,299,342,214,219,203,226,149,190,161,0,SHADOW,0,CHL,Europa,6
"232,55",334,472,755,406,998,782,783,676,479,259,172,161,0,SHADOW,0,CHL,Cetesb,6
"2,54",294,257,261,179,221,307,346,291,339,615,197,162,0,SHADOW,0,CHL,Europa,2
29,378,410,449,355,403,349,373,315,310,256,200,162,0,SHADOW,0,CHL,Estados_Unidos,5
"0,3",474,630,898,693,601,263,275,291,183,712,193,163,0,CIRRUS,0,CHL,ANA,1
6,499,496,537,481,494,529,521,455,477,750,201,163,0,SHADOW,0,CHL,Europa,4
"14,8",86,265,749,251,181,15,18,26,20,10,163,163,0,CIRRUS,0,CHL,Estados_Unidos,5
"2,4",266,297,315,221,239,264,303,225,280,341,240,164,0,SHADOW,0,CHL,Estados_Unidos,2
"13,5",243,306,394,240,252,217,243,194,241,805,151,164,0,SHADOW,0,CHL,Estados_Unidos,5
262,167,339,837,479,1408,867,850,683,453,123,169,164,0,SHADOW,0,CHL,Estados_Unidos,6
"1,75",589,680,806,524,507,423,427,377,377,370,197,165,0,CIRRUS,0,CHL,Campo_Geo,2
"2,14",474,591,968,591,527,289,300,282,252,180,195,165,0,CIRRUS,0,CHL,PMQs,2
"2,5",452,561,807,608,772,491,492,419,388,245,188,165,0,CIRRUS,0,CHL,Estados_Unidos,2
"3,2",474,591,968,591,527,289,300,282,252,180,195,165,0,CIRRUS,0,CHL,PMQs,3
"6,41",474,591,968,591,527,289,300,282,252,180,195,165,0,CIRRUS,0,CHL,PMQs,4
"6,41",474,591,968,591,527,289,300,282,252,180,195,165,0,CIRRUS,0,CHL,PMQs,4
"8,5",486,404,364,281,303,344,390,342,342,317,233,165,0,SHADOW,0,CHL,Estados_Unidos,4
"27,1",452,561,807,608,772,491,492,419,388,245,188,165,0,CIRRUS,0,CHL,Estados_Unidos,5
"28,2",317,197,179,155,172,184,197,203,204,284,198,165,0,SHADOW,0,CHL,Estados_Unidos,5
"31,5",348,326,435,295,323,248,251,214,232,239,166,165,0,SHADOW,0,CHL,Estados_Unidos,5
"45,41",140,197,305,225,439,439,448,452,448,506,267,165,0,SHADOW,0,CHL,Estados_Unidos,6
143,374,438,696,478,923,666,698,568,532,1099,236,165,0,SHADOW,0,CHL,Estados_Unidos,6
"3,91",242,282,354,236,253,150,185,162,157,338,192,166,0,SHADOW,0,CHL,Estados_Unidos,3
17,199,248,308,314,332,202,201,178,178,188,170,166,0,SHADOW,0,CHL,Europa,5
"0,763",618,907,1241,748,554,268,270,242,223,157,183,167,0,CIRRUS,0,CHL,Estados_Unidos,1
"0,763",618,907,1241,748,554,268,270,242,223,157,183,167,0,CIRRUS,0,CHL,Estados_Unidos,1
23,288,223,262,269,301,264,279,242,253,232,176,167,0,SHADOW,0,CHL,Europa,5
"1,5",388,421,527,231,217,194,200,201,215,528,246,168,0,CIRRUS,0,CHL,Europa,1
"41,741",443,393,394,283,314,295,311,296,300,248,212,168,0,SHADOW,0,CHL,Estados_Unidos,6
"1,788",354,362,293,217,222,206,220,192,208,268,173,169,0,SHADOW,0,CHL,Estados_Unidos,2
"3,6",543,746,1164,645,596,336,344,300,279,168,138,169,0,CIRRUS,0,CHL,Europa,3
"21,5028",476,650,784,621,940,911,960,892,818,665,256,169,0,SHADOW,0,CHL,Estados_Unidos,5
"2,97",180,229,344,232,197,106,112,101,113,84,180,170,0,SHADOW,0,CHL,Estados_Unidos,2
19,188,183,210,135,268,553,635,601,608,1697,363,170,0,SHADOW,0,CHL,Estados_Unidos,5
"43,25",910,577,487,358,393,407,448,370,407,988,209,170,0,SHADOW,0,CHL,Cetesb,6
"1,7",159,198,315,437,586,640,739,799,837,536,280,171,0,SHADOW,0,CHL,Estados_Unidos,2
"2,9",1,44,80,52,309,359,404,420,457,927,334,171,0,SHADOW,0,CHL,Europa,2
"1,35",615,711,860,552,519,437,442,385,389,359,219,172,0,CIRRUS,0,CHL,Campo_Geo,1
"4,7",312,495,573,440,416,330,377,391,302,246,261,172,0,SHADOW,0,CHL,Europa,3
"10,7",407,413,588,356,349,231,226,251,241,476,217,172,0,CIRRUS,0,CHL,Estados_Unidos,4
"2,14",330,286,368,233,225,214,216,192,215,428,173,173,0,SHADOW,0,CHL,PMQs,2
"12,2",280,362,484,299,295,248,272,239,235,841,225,173,0,SHADOW,0,CHL,Estados_Unidos,5
"9,21",305,310,377,255,254,239,252,211,253,236,218,174,0,SHADOW,0,CHL,Estados_Unidos,4
"18,56",305,310,377,255,254,239,252,211,253,236,218,174,0,SHADOW,0,CHL,Estados_Unidos,5
"2,33",244,177,156,126,168,199,238,238,250,1606,251,175,0,SHADOW,0,CHL,ANA,2
4,587,403,482,211,190,142,151,145,148,796,185,175,0,CLEAR,0,CHL,Estados_Unidos,3
8,330,439,463,359,327,263,263,277,227,221,218,175,0,SHADOW,0,CHL,Estados_Unidos,4
"14,8",286,222,215,160,264,247,283,264,258,1645,325,175,0,SHADOW,0,CHL,ANA,5
"8,2",1347,1242,1225,950,1111,1462,1474,1355,1318,1221,327,176,0,SHADOW,0,CHL,Estados_Unidos,4
"8,2",1347,1242,1225,950,1111,1462,1474,1355,1318,1221,327,176,0,SHADOW,0,CHL,Estados_Unidos,4
"8,5",325,339,730,437,520,221,217,180,144,358,203,176,0,CIRRUS,0,CHL,GemStat,4
"220,61522",325,349,529,407,682,462,494,411,367,270,198,176,0,SHADOW,0,CHL,Estados_Unidos,6
"4,05",141,249,389,187,142,28,19,30,19,,188,177,0,NADA,0,CHL,Estados_Unidos,3
"6,23",468,385,354,278,299,300,327,279,302,551,253,177,0,SHADOW,0,CHL,Estados_Unidos,4
"7,4",16,62,196,175,631,883,980,913,780,823,270,178,0,SHADOW,0,CHL,Estados_Unidos,4
"1,07",330,346,562,368,371,306,332,286,324,649,214,179,0,SHADOW,0,CHL,PMQs,1
"1,07",330,346,562,368,371,306,332,286,324,649,214,179,0,SHADOW,0,CHL,PMQs,1
"1,07",330,346,562,368,371,306,332,286,324,649,214,179,0,SHADOW,0,CHL,PMQs,1
"2,14",330,346,562,368,371,306,332,286,324,649,214,179,0,SHADOW,0,CHL,PMQs,2
"5,5",304,300,345,233,316,676,818,806,889,1078,367,179,0,SHADOW,0,CHL,ANA,4
"29,4",453,529,603,527,590,407,396,372,326,271,229,179,0,SHADOW,0,CHL,Estados_Unidos,5
"7,1",256,170,212,163,272,727,882,839,906,1078,338,180,0,SHADOW,0,CHL,Europa,4
"9,208",498,529,666,550,608,339,341,332,304,741,265,180,0,CLEAR,0,CHL,Estados_Unidos,4
"4,45",287,397,455,358,349,307,330,329,323,474,240,181,0,SHADOW,0,CHL,Estados_Unidos,3
"1,5",248,281,436,278,223,141,137,147,142,269,193,182,0,CIRRUS,0,CHL,Estados_Unidos,1
"1,5",248,281,436,278,223,141,137,147,142,269,193,182,0,CIRRUS,0,CHL,Estados_Unidos,1
"2,13",290,326,289,239,238,225,226,232,206,198,206,182,0,SHADOW,0,CHL,Estados_Unidos,2
"2,81",290,326,289,239,238,225,226,232,206,198,206,182,0,SHADOW,0,CHL,Estados_Unidos,2
1,263,255,326,242,412,369,401,332,378,510,243,183,0,SHADOW,0,CHL,Europa,1
38,205,279,331,272,284,290,290,292,285,356,242,183,0,SHADOW,0,CHL,Europa,6
"13,9",402,551,729,594,607,330,333,278,277,206,168,185,0,CIRRUS,0,CHL,Estados_Unidos,5
"19,110001",262,223,215,184,189,163,187,180,181,312,258,185,0,SHADOW,0,CHL,ANA,5
"4,2",223,283,246,223,213,158,177,178,150,141,208,186,0,SHADOW,0,CHL,Estados_Unidos,3
"4,79",223,283,246,223,213,158,177,178,150,141,208,186,0,SHADOW,0,CHL,Estados_Unidos,3
"11,1",759,805,922,625,597,430,409,413,352,335,239,186,0,CIRRUS,0,CHL,Estados_Unidos,5
"1,07",391,493,660,377,321,236,248,203,218,182,198,187,0,CIRRUS,0,CHL,PMQs,1
"3,4",132,69,102,89,149,221,281,322,380,591,318,187,0,SHADOW,0,CHL,Europa,3
"10,4",330,351,385,321,354,295,308,253,280,243,196,187,0,SHADOW,0,CHL,Estados_Unidos,4
"11,7",330,351,385,321,354,295,308,253,280,243,196,187,0,SHADOW,0,CHL,Estados_Unidos,5
"11,9",330,351,385,321,354,295,308,253,280,243,196,187,0,SHADOW,0,CHL,Estados_Unidos,5
"13,5",330,351,385,321,354,295,308,253,280,243,196,187,0,SHADOW,0,CHL,Estados_Unidos,5
"13,6",330,351,385,321,354,295,308,253,280,243,196,187,0,SHADOW,0,CHL,Estados_Unidos,5
"13,9",330,351,385,321,354,295,308,253,280,243,196,187,0,SHADOW,0,CHL,Estados_Unidos,5
14,330,351,385,321,354,295,308,253,280,243,196,187,0,SHADOW,0,CHL,Estados_Unidos,5
27,330,351,385,321,354,295,308,253,280,243,196,187,0,SHADOW,0,CHL,Estados_Unidos,5
"2,8",610,604,660,345,339,317,311,279,268,590,241,188,0,CIRRUS,0,CHL,Estados_Unidos,2
15,197,157,178,172,187,114,96,112,128,334,213,189,0,SHADOW,0,CHL,Europa,5
"40,3",385,445,560,393,469,338,366,279,307,289,189,189,0,SHADOW,0,CHL,Estados_Unidos,6
"0,7",234,272,318,188,244,262,353,245,334,1139,311,190,0,SHADOW,0,CHL,Estados_Unidos,1
"2,6",234,272,318,188,244,262,353,245,334,1139,311,190,0,SHADOW,0,CHL,Estados_Unidos,2
"7,56",278,270,430,242,396,276,352,339,280,1079,275,190,0,SHADOW,0,CHL,Estados_Unidos,4
"18,7",291,304,400,286,346,306,354,341,349,810,357,190,0,SHADOW,0,CHL,Estados_Unidos,5
"21,4",291,304,400,286,346,306,354,341,349,810,357,190,0,SHADOW,0,CHL,Estados_Unidos,5
"51,6",220,338,507,333,540,202,212,174,111,179,230,190,0,CIRRUS,0,CHL,Estados_Unidos,6
"17,7",401,478,639,504,697,469,430,409,344,213,236,191,0,SHADOW,0,CHL,Estados_Unidos,5
85,437,522,655,539,740,456,474,393,349,304,228,191,0,SHADOW,0,CHL,Estados_Unidos,6
"0,0996",229,221,198,188,196,194,205,183,212,179,200,192,0,SHADOW,0,CHL,Estados_Unidos,1
"0,118",229,221,198,188,196,194,205,183,212,179,200,192,0,SHADOW,0,CHL,Estados_Unidos,1
"0,624",229,221,198,188,196,194,205,183,212,179,200,192,0,SHADOW,0,CHL,Estados_Unidos,1
"0,84",671,738,778,581,573,510,509,438,441,472,258,192,0,SHADOW,0,CHL,Campo_Geo,1
"0,892",229,221,198,188,196,194,205,183,212,179,200,192,0,SHADOW,0,CHL,Estados_Unidos,1
"0,896",229,221,198,188,196,194,205,183,212,179,200,192,0,SHADOW,0,CHL,Estados_Unidos,1
"4,17",292,410,548,282,266,225,232,223,238,443,235,192,0,CIRRUS,0,CHL,Europa,3
19,152,202,368,260,279,154,174,127,179,61,199,192,0,SHADOW,0,CHL,Europa,5
"4,6",212,132,145,120,197,343,411,410,438,1479,338,193,0,SHADOW,0,CHL,Europa,3
"2,03",691,778,935,669,642,556,561,499,494,551,259,194,0,CIRRUS,0,CHL,Campo_Geo,2
"7,53",358,382,552,387,426,264,268,244,226,200,223,194,0,CIRRUS,0,CHL,Estados_Unidos,4
"8,13",487,559,797,522,547,339,343,286,277,272,221,194,0,CIRRUS,0,CHL,Estados_Unidos,4
"5,74",383,405,442,291,447,567,649,592,620,991,309,195,0,SHADOW,0,CHL,Estados_Unidos,4
"11,11",329,419,495,389,459,285,302,261,246,231,197,195,0,SHADOW,0,CHL,Estados_Unidos,5
"52,7",262,232,413,223,347,383,435,368,472,1388,354,195,0,SHADOW,0,CHL,Estados_Unidos,6
53,467,506,591,437,554,458,502,425,429,307,251,195,0,SHADOW,0,CHL,Estados_Unidos,6
"1,8",457,435,333,260,257,249,228,243,222,370,191,196,0,SHADOW,0,CHL,Europa,2
"2,6",219,317,292,225,228,224,231,248,204,194,209,196,0,SHADOW,0,CHL,Europa,2
"6,35",261,235,287,201,294,170,208,189,149,1017,215,196,0,SHADOW,0,CHL,Estados_Unidos,4
13,94,204,144,117,121,113,166,204,185,365,142,196,0,SHADOW,0,CHL,Estados_Unidos,5
"1,15",619,730,886,596,558,447,458,387,385,502,271,197,0,CIRRUS,0,CHL,Campo_Geo,1
"418,299988",355,319,612,311,983,599,622,494,349,616,248,198,0,SHADOW,0,CHL,ANA,6
"1,07",331,408,425,314,341,331,314,252,259,305,313,199,0,SHADOW,0,CHL,PMQs,1
"1,4",392,361,419,236,208,165,189,156,165,239,204,199,0,SHADOW,0,CHL,Estados_Unidos,1
"1,4",392,361,419,236,208,165,189,156,165,239,204,199,0,SHADOW,0,CHL,Estados_Unidos,1
"2,14",331,408,425,314,341,331,314,252,259,305,313,199,0,SHADOW,0,CHL,PMQs,2
"7,76",442,533,678,368,335,249,271,221,238,205,211,199,0,CIRRUS,0,CHL,Campo_Geo,4
"21,6",508,568,774,596,603,378,419,283,386,443,236,201,0,CIRRUS,0,CHL,Estados_Unidos,5
"28,2",508,568,774,596,603,378,419,283,386,443,236,201,0,CIRRUS,0,CHL,Estados_Unidos,5
30,508,568,774,596,603,378,419,283,386,443,236,201,0,CIRRUS,0,CHL,Estados_Unidos,5
"30,6",508,568,774,596,603,378,419,283,386,443,236,201,0,CIRRUS,0,CHL,Estados_Unidos,5
"31,4",508,568,774,596,603,378,419,283,386,443,236,201,0,CIRRUS,0,CHL,Estados_Unidos,5
"33,3",508,568,774,596,603,378,419,283,386,443,236,201,0,CIRRUS,0,CHL,Estados_Unidos,6
"50,65431",483,480,641,528,643,467,505,435,434,627,249,201,0,SHADOW,0,CHL,Estados_Unidos,6
"50,7",483,480,641,528,643,467,505,435,434,627,249,201,0,SHADOW,0,CHL,Estados_Unidos,6
"6,4",190,275,451,180,122,1,1,17,5,1,200,202,0,CIRRUS,0,CHL,Estados_Unidos,4
"6,4",190,275,451,180,122,1,1,17,5,1,200,202,0,CIRRUS,0,CHL,Estados_Unidos,4
"7,3",190,275,451,180,122,1,1,17,5,1,200,202,0,CIRRUS,0,CHL,Estados_Unidos,4
"7,3",190,275,451,180,122,1,1,17,5,1,200,202,0,CIRRUS,0,CHL,Estados_Unidos,4
"2,6",331,524,660,335,287,221,229,241,214,215,220,203,0,CIRRUS,0,CHL,Estados_Unidos,2
"11,4",301,343,518,305,289,217,201,217,212,203,222,203,0,CIRRUS,0,CHL,Estados_Unidos,5
"26,7",199,265,392,293,396,528,592,641,691,1033,406,204,0,SHADOW,0,CHL,Estados_Unidos,5
"34,799999",486,439,589,491,511,321,361,314,283,133,252,204,0,SHADOW,0,CHL,ANA,6
"0,81",175,325,391,259,204,130,130,140,110,59,222,205,0,SHADOW,0,CHL,Estados_Unidos,1
"4,6",265,184,225,238,264,299,320,271,336,526,220,205,0,SHADOW,0,CHL,Europa,3
"3,4",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,5",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,5",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,5",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,6",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,6",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,6",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,6",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,6",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,6",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,7",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,7",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,7",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,7",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,7",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,7",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,8",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,8",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,8",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,8",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,9",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"3,9",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,3
"9,7",183,214,305,270,259,234,239,232,235,204,224,206,0,SHADOW,0,CHL,Estados_Unidos,4
12,390,474,568,414,417,298,300,298,260,266,244,206,0,SHADOW,0,CHL,Estados_Unidos,5
37,38,56,188,186,556,975,1077,1091,1126,1046,436,206,0,SHADOW,0,CHL,Estados_Unidos,6
"4,96",549,747,940,1127,1214,759,805,675,561,266,244,207,0,SHADOW,0,CHL,Estados_Unidos,3
"4,1",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,1",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,1",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,3",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,4",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,4",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,4",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,5",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,5",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,5",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,6",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,6",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,7",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,9",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,9",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"4,9",57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
5,57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
5,57,152,260,224,189,83,80,68,90,91,194,208,0,SHADOW,0,CHL,Estados_Unidos,3
"6,1",304,362,313,269,284,306,308,388,281,546,268,208,0,SHADOW,0,CHL,Europa,4
45,441,546,1012,489,816,432,452,345,331,184,233,208,0,CIRRUS,0,CHL,ANA,6
"5,9",590,525,612,356,321,281,297,269,253,403,228,210,0,CIRRUS,0,CHL,Estados_Unidos,4
"14,5",681,572,613,448,440,345,357,343,319,449,262,210,0,SHADOW,0,CHL,Europa,5
"25,440001",254,288,402,321,385,227,234,206,207,178,221,210,0,SHADOW,0,CHL,ANA,5
118,198,163,259,194,341,151,145,122,121,107,203,210,0,SHADOW,0,CHL,Estados_Unidos,6
"4,922",4948,4938,4735,4555,4486,4054,3241,3133,2636,2632,227,211,0,NADA,0,CHL,Europa,3
18,689,488,660,624,788,489,566,488,416,1099,300,211,0,SHADOW,0,CHL,Estados_Unidos,5
"5,34",616,842,1420,1470,1389,572,589,446,369,204,232,213,0,CIRRUS,0,CHL,PMQs,4
"8,54",616,842,1420,1470,1389,572,589,446,369,204,232,213,0,CIRRUS,0,CHL,PMQs,4
"9,61",616,842,1420,1470,1389,572,589,446,369,204,232,213,0,CIRRUS,0,CHL,PMQs,4
"10,7",616,842,1420,1470,1389,572,589,446,369,204,232,213,0,CIRRUS,0,CHL,PMQs,4
"2,63",278,354,435,318,329,287,289,279,282,158,248,214,0,SHADOW,0,CHL,Estados_Unidos,2
"3,57",278,354,435,318,329,287,289,279,282,158,248,214,0,SHADOW,0,CHL,Estados_Unidos,3
21,185,259,325,293,348,301,307,301,290,383,286,214,0,SHADOW,0,CHL,Europa,5
"1,07",289,286,462,270,316,207,234,138,211,430,264,215,0,SHADOW,0,CHL,PMQs,1
"2,14",289,286,462,270,316,207,234,138,211,430,264,215,0,SHADOW,0,CHL,PMQs,2
"2,14",289,286,462,270,316,207,234,138,211,430,264,215,0,SHADOW,0,CHL,PMQs,2
"2,14",289,286,462,270,316,207,234,138,211,430,264,215,0,SHADOW,0,CHL,PMQs,2
"3,56",659,808,1136,845,1067,584,612,502,432,363,236,215,0,CIRRUS,0,CHL,Estados_Unidos,3
"20,1",417,453,696,423,443,303,311,256,296,271,252,215,0,CIRRUS,0,CHL,Estados_Unidos,5
"20,57",417,453,696,423,443,303,311,256,296,271,252,215,0,CIRRUS,0,CHL,Estados_Unidos,5
47,457,523,573,448,534,462,490,425,431,307,295,215,0,SHADOW,0,CHL,Estados_Unidos,6
567,345,527,779,475,952,740,734,674,494,243,280,217,0,SHADOW,0,CHL,Estados_Unidos,6
"1,37",208,166,167,146,219,328,376,340,398,837,376,218,0,SHADOW,0,CHL,ANA,1
"2,1",26,21,97,104,163,266,356,412,496,1117,382,218,0,SHADOW,0,CHL,Europa,2
11,1,10,76,69,213,531,643,735,746,1077,398,220,0,SHADOW,0,CHL,Europa,5
"62,9",390,412,484,397,486,353,377,281,303,332,216,220,0,SHADOW,0,CHL,Estados_Unidos,6
"3,54",272,316,315,282,295,258,295,277,287,409,262,222,0,SHADOW,0,CHL,Estados_Unidos,3
"4,38",272,316,315,282,295,258,295,277,287,409,262,222,0,SHADOW,0,CHL,Estados_Unidos,3
"33,1",108,249,546,229,306,158,165,153,139,195,206,222,0,CIRRUS,0,CHL,Estados_Unidos,6
"0,1",380,202,367,134,106,82,139,132,133,1059,342,223,0,SHADOW,0,CHL,GemStat,1
"11,09",153,119,275,246,280,90,99,83,60,289,228,223,0,SHADOW,0,CHL,ANA,5
"67,080002",136,186,228,220,285,300,319,267,314,983,274,224,0,SHADOW,0,CHL,ANA,6
"1,5",378,237,241,196,204,218,262,150,270,295,235,225,0,SHADOW,0,CHL,Europa,1
"3,4",496,500,548,348,357,354,338,402,315,396,284,225,0,SHADOW,0,CHL,Estados_Unidos,3
"5,6",310,254,332,234,258,289,364,285,343,1029,304,225,0,SHADOW,0,CHL,Estados_Unidos,4
"7,27",114,290,625,301,789,1219,1355,1252,1282,1296,421,225,0,SHADOW,0,CHL,Europa,4
"20,9",103,73,210,167,290,94,118,116,78,304,254,225,0,SHADOW,0,CHL,Estados_Unidos,5
"1,79",382,626,628,395,392,408,418,427,373,274,263,226,0,SHADOW,0,CHL,Estados_Unidos,2
16,145,240,242,200,251,468,570,539,575,461,290,226,0,SHADOW,0,CHL,Estados_Unidos,5
"69,208",435,307,432,302,454,443,517,408,434,1401,273,226,0,SHADOW,0,CHL,Estados_Unidos,6
3,256,168,240,214,269,262,284,250,314,1875,319,227,0,SHADOW,0,CHL,ANA,2
"4,95",345,387,516,460,519,352,379,293,329,259,250,227,0,SHADOW,0,CHL,Estados_Unidos,3
"22,3",211,238,347,269,298,289,286,307,295,294,300,228,0,SHADOW,0,CHL,Europa,5
"22,932",465,199,296,202,323,416,471,420,495,1322,358,228,0,SHADOW,0,CHL,Estados_Unidos,5
"1,6",422,366,304,238,267,321,400,346,412,295,378,229,0,SHADOW,0,CHL,ANA,2
"2,38",124,237,281,169,149,95,109,107,89,87,223,229,0,SHADOW,0,CHL,Estados_Unidos,2
"3,68",386,452,668,432,393,234,239,225,222,171,249,229,0,CIRRUS,0,CHL,Estados_Unidos,3
"13,9",362,376,348,266,277,316,344,316,351,407,260,229,0,SHADOW,0,CHL,Europa,5
"0,7",340,334,295,240,262,308,331,333,375,467,330,230,0,SHADOW,0,CHL,Europa,1
"1,6",339,394,466,452,476,414,454,399,455,924,288,231,0,SHADOW,0,CHL,Cetesb,2
"2,0767",339,314,511,361,304,225,225,219,229,335,284,231,0,CIRRUS,0,CHL,ANA,2
"15,7",434,571,754,625,634,368,371,320,310,288,210,231,0,CIRRUS,0,CHL,Estados_Unidos,5
"1,51",344,346,309,259,262,263,278,251,262,279,249,232,0,SHADOW,0,CHL,Estados_Unidos,2
"1,75",344,346,309,259,262,263,278,251,262,279,249,232,0,SHADOW,0,CHL,Estados_Unidos,2
"6,3",288,351,539,380,346,228,242,221,225,154,258,232,0,CIRRUS,0,CHL,Estados_Unidos,4
"2,36",555,688,914,887,800,468,471,434,397,306,254,233,0,CIRRUS,0,CHL,Estados_Unidos,2
"7,72",365,274,325,198,343,598,636,611,686,465,392,233,0,SHADOW,0,CHL,Cetesb,4
