Unnamed: 0,Sample_Date,Image_Date,Time_Sample,Image_Hour,Station_Sample,Parameter,Value,Unit,Depth,Depth_Unit,Local_Name,Location_Type,Lat,Lon,Country,Organization_Data,Hemisphere,Season,Source_Domain,Diff_Date,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,MSK_CLDPRB,MSK_SNOW,QA60,CLDYPXPER,DRK_FEA_PE,NDWI,NBSI,Water_Check,Snow_Check,Scene_Class,geometry
9,2021-08-04,2021-08-04,12:18:00 PM,13:12:49,TM-05,Turbidity,2.71,NTU,0.0,m,Reservatorio de Tr̻s Marias,Reservoir,-18.8866,-45.1465,Brazil,PMQS,South,Winter,Tres_Marias,0,463.0,606.0,727.0,443.0,436.0,400.0,426.0,427.0,398.0,749.0,349.0,295.0,0.0,0.0,2048.0,58.0905,0.5867,0.2599653379549393,-1.2167477524071526,Water_Surface,No_Snow,Cirrus,POINT (-45.1465328632944 -18.8865868351601)
17,2021-07-07,2021-07-05,10:20:00 AM,13:12:49,TM-05,Turbidity,2.48,NTU,0.0,m,Reservatorio de Tr̻s Marias,Reservoir,-18.8866,-45.1465,Brazil,PMQS,South,Winter,Tres_Marias,2,598.0,708.0,798.0,548.0,595.0,615.0,634.0,608.0,635.0,1242.0,553.0,454.0,0.0,0.0,2048.0,36.9598,0.7622,0.1351351351351351,-1.441096350877193,Humidity,No_Snow,Cirrus,POINT (-45.1465328632944 -18.8865868351601)
31,2021-07-01,2021-06-30,9:14:00 AM,13:12:51,TM-09,Turbidity,1.16,NTU,0.0,m,Reservatorio de Tr̻s Marias,Reservoir,-18.2503,-45.2668,Brazil,PMQS,South,Winter,Tres_Marias,1,218.0,217.0,298.0,138.0,121.0,102.0,108.0,95.0,87.0,43.0,70.0,44.0,0.0,0.0,0.0,0.6136,0.7496,0.5165394402035622,-0.8637229261744966,Water_Surface,No_Snow,Water,POINT (-45.2667800645957 -18.250339023966)
60,2021-07-01,2021-06-30,11:22:00 AM,13:12:51,TM-02,Turbidity,2.63,NTU,0.3,m,Reservatorio de Tr̻s Marias,Reservoir,-18.8338,-44.9706,Brazil,PMQS,South,Winter,Tres_Marias,1,212.0,247.0,451.0,220.0,182.0,90.0,109.0,82.0,95.0,70.0,81.0,55.0,0.0,0.0,0.0,0.6136,0.7496,0.6923076923076924,-0.6506150598669622,Water_Surface,No_Snow,Water,POINT (-44.9706133404865 -18.833834259933)
71,2021-07-01,2021-06-30,9:32:00 AM,13:12:51,TM-03,Turbidity,3.38,NTU,0.3,m,Reservatorio de Tr̻s Marias,Reservoir,-18.8222,-44.997,Brazil,PMQS,South,Winter,Tres_Marias,1,173.0,262.0,461.0,212.0,154.0,90.0,83.0,76.0,68.0,4.0,65.0,53.0,0.0,0.0,0.0,0.6136,0.7496,0.7169459962756052,-0.6628331800433839,Water_Surface,No_Snow,Water,POINT (-44.996991301014 -18.8222319488451)
72,2021-07-01,2021-06-30,9:49:00 AM,13:12:51,TM-12,Turbidity,1.96,NTU,0.12,m,Reservatorio de Tr̻s Marias,Reservoir,-18.7745,-45.2024,Brazil,PMQS,South,Winter,Tres_Marias,1,154.0,228.0,337.0,135.0,125.0,96.0,111.0,89.0,88.0,37.0,66.0,64.0,0.0,0.0,0.0,0.6136,0.7496,0.5821596244131456,-0.8528728427299703,Water_Surface,No_Snow,Water,POINT (-45.2023796169548 -18.7744746888952)
73,2021-07-01,2021-06-30,3:57:00 PM,13:12:51,PT-23,Turbidity,1.65,NTU,0.0,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4983,-45.2838,Brazil,PMQS,South,Winter,Tres_Marias,1,171.0,172.0,280.0,116.0,104.0,69.0,79.0,54.0,71.0,9.0,61.0,67.0,0.0,0.0,0.0,0.6136,0.7496,0.6766467065868265,-0.8434714285714286,Water_Surface,No_Snow,Water,POINT (-45.2838151891992 -18.4982955791819)
74,2021-07-01,2021-06-30,10:03:00 AM,13:12:51,TM-11,Turbidity,2.1,NTU,0.2,m,Reservatorio de Tr̻s Marias,Reservoir,-18.8215,-45.0899,Brazil,PMQS,South,Winter,Tres_Marias,1,291.0,624.0,1166.0,1610.0,1821.0,1946.0,1919.0,2114.0,1965.0,1773.0,2078.0,1558.0,0.0,0.0,0.0,0.6136,0.7496,-0.2890243902439025,-1.9031150600343056,Drought,No_Snow,Bare Soils,POINT (-45.0899378301201 -18.821460145174)
75,2021-07-01,2021-06-30,11:04:00 AM,13:12:51,TM-06,Turbidity,1.83,NTU,0.17,m,Reservatorio de Tr̻s Marias,Reservoir,-18.7199,-45.1947,Brazil,PMQS,South,Winter,Tres_Marias,1,145.0,228.0,351.0,130.0,100.0,66.0,80.0,64.0,57.0,12.0,54.0,40.0,0.0,0.0,0.0,0.6136,0.7496,0.6915662650602409,-0.7493127635327635,Water_Surface,No_Snow,Water,POINT (-45.1947167565019 -18.7198668631499)
76,2021-07-01,2021-06-30,2:15:00 PM,13:12:51,TM-07,Turbidity,1.64,NTU,0.0,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5891,-45.2371,Brazil,PMQS,South,Winter,Tres_Marias,1,190.0,215.0,312.0,138.0,108.0,82.0,98.0,74.0,74.0,52.0,46.0,48.0,0.0,0.0,0.0,0.6136,0.7496,0.6165803108808291,-0.8286847179487179,Water_Surface,No_Snow,Water,POINT (-45.2370580443239 -18.5890568919514)
