BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,VALUE,CLASSE
0.018600000000000002,0.028200000000000003,0.0449,0.028900000000000002,0.0258,0.009000000000000001,0.0112,0.009000000000000001,0.0068000000000000005,0.0002,0.0031000000000000003,0.0004,11.4,0
0.014700000000000001,0.0238,0.037200000000000004,0.022500000000000003,0.026000000000000002,0.009600000000000001,0.010400000000000001,0.008,0.0059,0.003,0.0039000000000000003,0.0025,33.09,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,33.6222,1
0.014700000000000001,0.0238,0.037200000000000004,0.022500000000000003,0.026000000000000002,0.009600000000000001,0.010400000000000001,0.008,0.0059,0.003,0.0039000000000000003,0.0025,50.4595,1
0.014700000000000001,0.0238,0.037200000000000004,0.022500000000000003,0.026000000000000002,0.009600000000000001,0.010400000000000001,0.008,0.0059,0.003,0.0039000000000000003,0.0025,33.0233,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,75.597,1
0.014700000000000001,0.0238,0.037200000000000004,0.022500000000000003,0.026000000000000002,0.009600000000000001,0.010400000000000001,0.008,0.0059,0.003,0.0039000000000000003,0.0025,30.0116,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,41.2993,1
0.014700000000000001,0.0238,0.037200000000000004,0.022500000000000003,0.026000000000000002,0.009600000000000001,0.010400000000000001,0.008,0.0059,0.003,0.0039000000000000003,0.0025,91.7217,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,103.9337,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,58.3219,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,61.4641,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,40.8482,1
0.013600000000000001,0.022500000000000003,0.028200000000000003,0.021,0.0188,0.0189,0.0223,0.0206,0.0205,0.027,0.0167,0.013300000000000001,2.4,0
0.014700000000000001,0.0238,0.037200000000000004,0.022500000000000003,0.026000000000000002,0.009600000000000001,0.010400000000000001,0.008,0.0059,0.003,0.0039000000000000003,0.0025,42.0834,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,36.3274,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,82.0803,1
0.014700000000000001,0.0238,0.037200000000000004,0.022500000000000003,0.026000000000000002,0.009600000000000001,0.010400000000000001,0.008,0.0059,0.003,0.0039000000000000003,0.0025,92.8023,1
0.013900000000000001,0.0222,0.0333,0.0188,0.0199,0.008400000000000001,0.0091,0.010400000000000001,0.0094,0.0099,0.008400000000000001,0.0048000000000000004,110.2514,1
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.5,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.8,0
0.0094,0.020800000000000003,0.030000000000000002,0.0135,0.010400000000000001,0.0035,0.0024000000000000002,0.0043,0.0019,0.0002,0.004200000000000001,0.0046,1.0,0
